Model,Step,l1_norm,weight_variance,logit_norm,Avg_Probability,embedding_norm,Dataset
Model 30M,2500,389995.1875,0.0006697096978314,715.806884765625,0.1330356751158833,113.54241180419922,Wikipedia
Model 30M,3000,403579.21875,0.0007238639518618,755.2404174804688,0.1344746852517128,118.0480728149414,Wikipedia
Model 30M,3500,416792.28125,0.0007788555813021,786.1686401367188,0.1403757628798485,122.45578002929688,Wikipedia
Model 30M,4000,429371.125,0.0008334080339409,812.2537841796875,0.1467198789268732,126.67737579345705,Wikipedia
Model 30M,4500,441385.21875,0.0008877166546881,832.833740234375,0.1515804854184389,130.72265625,Wikipedia
Model 30M,5000,453203.71875,0.0009428368066437,841.7833862304688,0.1451222105026245,134.69749450683594,Wikipedia
Model 30M,5500,464716.90625,0.0009983254130929,846.3366088867188,0.1500323109775781,138.58935546875,Wikipedia
Model 30M,6000,475765.3125,0.0010532337473705,841.1013793945312,0.1434144987463951,142.33963012695312,Wikipedia
Model 30M,6500,486682.5625,0.0011087656021118,833.3049926757812,0.1553575446158647,146.03948974609375,Wikipedia
Model 30M,7000,497240.5,0.0011642358731478,824.5584716796875,0.1571212669610977,149.64585876464844,Wikipedia
Model 30M,7500,507469.125,0.0012191756395623,819.9119873046875,0.1647755057960748,153.13613891601562,Wikipedia
Model 30M,8000,517304.40625,0.0012733858311548,816.158203125,0.1612422427088022,156.5074005126953,Wikipedia
Model 30M,8500,527178.5625,0.0013290428323671,816.6326293945312,0.1586041093468666,159.89639282226562,Wikipedia
Model 30M,9000,536684.5,0.0013834265992045,818.9220581054688,0.1527878876924514,163.13906860351562,Wikipedia
Model 30M,9500,546038.0625,0.0014383802190423,821.8134765625,0.1673796943724155,166.3524627685547,Wikipedia
Model 30M,10000,555237.3125,0.0014932053163647,827.46533203125,0.1649143558144569,169.49986267089844,Wikipedia
Model 30M,10500,564198.5,0.0015475559048354,828.1594848632812,0.1695198626369237,172.56536865234375,Wikipedia
Model 30M,11000,572845.6875,0.0016011846018955,832.075927734375,0.1696886888742446,175.5343475341797,Wikipedia
Model 30M,11500,581350.875,0.001654993626289,836.084716796875,0.1662815450578928,178.4667205810547,Wikipedia
Model 30M,12000,589703.0625,0.0017085260478779,840.586181640625,0.172758390173316,181.33154296875,Wikipedia
Model 30M,12500,598063.4375,0.0017628177301958,845.5216674804688,0.1767901286631822,184.16184997558597,Wikipedia
Model 30M,13000,606201.375,0.0018168574897572,848.2826538085938,0.1746580183804035,186.93826293945312,Wikipedia
Model 30M,13500,614259.6875,0.0018708585994318,849.6956176757812,0.1769435318261385,189.6744384765625,Wikipedia
Model 30M,14000,622174.9375,0.0019246229203417,853.5969848632812,0.1767952510118484,192.3656463623047,Wikipedia
Model 30M,14500,630016.25,0.0019788963254541,849.8745727539062,0.1648001642674207,195.048828125,Wikipedia
Model 30M,15000,637755.4375,0.0020331996493041,847.1505126953125,0.1785125662982463,197.69699096679688,Wikipedia
Model 30M,15500,645447.5,0.002087524626404,842.4392700195312,0.1748551035821438,200.3129425048828,Wikipedia
Model 30M,16000,652877.6875,0.0021408884786069,835.2123413085938,0.1814914762824774,202.85208129882807,Wikipedia
Model 30M,16500,660189.1875,0.0021943885367363,829.8194580078125,0.1831359061896801,205.36964416503903,Wikipedia
Model 30M,17000,667527.25,0.0022486478555947,820.8955688476562,0.1861639315485954,207.8912048339844,Wikipedia
Model 30M,17500,674834.75,0.00230283010751,808.8518676757812,0.1782289580106735,210.3826446533203,Wikipedia
Model 30M,18000,682029.5625,0.0023568863980472,795.741943359375,0.1835269563943147,212.83950805664065,Wikipedia
Model 30M,18500,689109.75,0.0024104595649987,783.2266845703125,0.1791631845384836,215.24598693847656,Wikipedia
Model 30M,19000,696105.875,0.0024643682409077,771.6742553710938,0.1829313914179802,217.64273071289065,Wikipedia
Model 30M,19500,703012.5,0.0025178524665534,764.1318969726562,0.180347860828042,219.99530029296875,Wikipedia
Model 30M,20000,709806.4375,0.0025712240021675,757.7523803710938,0.1854785457104444,222.31753540039065,Wikipedia
Model 30M,20500,716557.125,0.0026248022913932,754.7765502929688,0.1906618883013725,224.6285858154297,Wikipedia
Model 30M,21000,723190.0,0.0026779470499604,751.5386352539062,0.1854277215749025,226.8977813720703,Wikipedia
Model 30M,21500,729916.375,0.0027322759851813,748.9579467773438,0.1889158672392368,229.19273376464844,Wikipedia
Model 30M,22000,736598.375,0.0027867103926837,744.1751708984375,0.1878105145543813,231.4720001220703,Wikipedia
Model 30M,22500,743075.9375,0.0028402735479176,737.5634765625,0.1827099798768758,233.69168090820312,Wikipedia
Model 30M,23000,749583.0625,0.0028943151701241,730.6970825195312,0.1881373333185911,235.9082794189453,Wikipedia
Model 30M,23500,756002.1875,0.0029485782142728,722.60986328125,0.1889532084017992,238.1187896728516,Wikipedia
Model 30M,24000,762344.625,0.0030025381129235,717.4498901367188,0.1795179108232259,240.2927703857422,Wikipedia
Model 30M,24500,768633.5625,0.0030564491171389,710.7522583007812,0.1910267942845821,242.4464111328125,Wikipedia
Model 30M,25000,774837.0625,0.0031099256593734,705.927001953125,0.1865414230972528,244.5659942626953,Wikipedia
Model 30M,25500,781003.3125,0.0031634692568331,702.3703002929688,0.1897303332537412,246.6663055419922,Wikipedia
Model 30M,26000,787165.875,0.0032175478991121,699.2891235351562,0.1879298041164875,248.7735595703125,Wikipedia
Model 30M,26500,793224.875,0.0032717227004468,698.2866821289062,0.1952426530867815,250.8640899658203,Wikipedia
Model 30M,27000,799305.375,0.0033258234616369,700.4451293945312,0.1958658953607082,252.9373016357422,Wikipedia
Model 30M,27500,805294.125,0.0033794383052736,702.4112548828125,0.1921219000965356,254.97085571289065,Wikipedia
Model 30M,28000,811183.625,0.0034328065812587,706.3198852539062,0.1991078104823827,256.9623413085937,Wikipedia
Model 30M,28500,817122.8125,0.0034866069909185,709.501708984375,0.1851843587309122,258.9446716308594,Wikipedia
Model 30M,29000,820150.625,0.0035144619178026,710.5236206054688,0.1905934035778045,259.9640808105469,Wikipedia
Model 7M,0,102655.5546875,0.000400011515012,50.63226318359375,2.3920853454910684e-05,50.71732711791992,Wikipedia
Model 7M,500,108559.625,0.0004495666944421,330.1766662597656,0.085891466140747,53.76607131958008,Wikipedia
Model 7M,1000,115001.828125,0.0005099818808957,488.2186279296875,0.097406584456563,57.26480102539063,Wikipedia
Model 7M,1500,121222.96875,0.0005735150771215,581.1331787109375,0.1001345897391438,60.72754669189453,Wikipedia
Model 7M,2000,126996.5078125,0.0006367444293573,651.9789428710938,0.1107252323180437,63.98787689208984,Wikipedia
Model 7M,2500,132464.921875,0.0006998227909207,710.6146850585938,0.1142529204264283,67.0797348022461,Wikipedia
Model 7M,3000,137584.515625,0.0007623606943525,751.4135131835938,0.1139409548863768,70.01111602783203,Wikipedia
Model 7M,3500,142462.765625,0.0008249307866208,777.510009765625,0.1235835328847169,72.82672119140625,Wikipedia
Model 7M,4000,147081.96875,0.0008862594841048,792.4503784179688,0.1240650321021676,75.48502349853516,Wikipedia
Model 7M,4500,151389.203125,0.0009461734443902,800.5892944335938,0.1292536675184965,77.99490356445312,Wikipedia
Model 7M,5000,155582.296875,0.0010064949747174,806.7129516601562,0.1232235474959015,80.44327545166016,Wikipedia
Model 7M,5500,159651.78125,0.0010666386224329,808.6795654296875,0.1297464370504021,82.81226348876953,Wikipedia
Model 7M,6000,163520.875,0.001125686452724,808.3453979492188,0.12399248290807,85.07393646240234,Wikipedia
Model 7M,6500,167335.84375,0.0011857188073918,813.2565307617188,0.1345203147530555,87.31388092041016,Wikipedia
Model 7M,7000,171034.609375,0.0012456224067136,822.8584594726562,0.1360899700820446,89.4926528930664,Wikipedia
Model 7M,7500,174565.609375,0.0013040099292993,833.4595336914062,0.1428399171978235,91.56494903564452,Wikipedia
Model 7M,8000,177950.625,0.0013615093193948,843.5617065429688,0.1410841979533434,93.5595245361328,Wikipedia
Model 7M,8500,181408.3125,0.0014211467932909,850.5496215820312,0.1387882806956768,95.5839614868164,Wikipedia
Model 7M,9000,184670.515625,0.0014791206922382,859.2581787109375,0.1379189022928476,97.51244354248048,Wikipedia
Model 7M,9500,187889.78125,0.001537591102533,866.882568359375,0.1381217133328318,99.41960144042967,Wikipedia
Model 7M,10000,191097.703125,0.0015964369522407,876.1326293945312,0.1403121339604258,101.30390167236328,Wikipedia
Model 7M,10500,194240.328125,0.0016551805892959,882.2556762695312,0.1474168042838573,103.150634765625,Wikipedia
Model 7M,11000,197249.890625,0.0017129532061517,890.469970703125,0.1431296184957027,104.9354248046875,Wikipedia
Model 7M,11500,200253.234375,0.0017715732101351,895.2176513671875,0.1407808545231819,106.7159194946289,Wikipedia
Model 7M,12000,203177.515625,0.0018301112577319,892.3934326171875,0.1480341444015503,108.46451568603516,Wikipedia
Model 7M,12500,206126.78125,0.001889273058623,887.74462890625,0.1481710809022188,110.20416259765624,Wikipedia
Model 7M,13000,209004.375,0.0019480899209156,881.4431762695312,0.1481515166461467,111.90717315673828,Wikipedia
Model 7M,13500,211852.21875,0.0020068101584911,872.2341918945312,0.1553529208451509,113.5816879272461,Wikipedia
Model 7M,14000,214637.34375,0.0020659796427935,864.3524780273438,0.155309553578496,115.2450180053711,Wikipedia
Model 7M,14500,217430.515625,0.0021259244531393,852.6162109375,0.1426398440301418,116.90542602539062,Wikipedia
Model 7M,15000,220150.1875,0.0021846557501703,847.0888061523438,0.1508429370969534,118.5094223022461,Wikipedia
Model 7M,15500,222821.953125,0.0022437751758843,839.297607421875,0.1510078664273023,120.10342407226562,Wikipedia
Model 7M,16000,225486.40625,0.0023029930889606,832.2974853515625,0.1567247610539198,121.67845153808594,Wikipedia
Model 7M,16500,228105.359375,0.0023617802653461,828.1307373046875,0.15577705912292,123.2227783203125,Wikipedia
Model 7M,17000,230677.515625,0.0024209097027778,823.1829833984375,0.1551786963492631,124.7564926147461,Wikipedia
Model 7M,17500,233289.625,0.0024809322785586,814.887939453125,0.1498910827338695,126.29424285888672,Wikipedia
Model 7M,18000,235854.9375,0.0025406568311154,806.120849609375,0.1530117418766022,127.80402374267578,Wikipedia
Model 7M,18500,238330.328125,0.0025989874266088,797.7529907226562,0.1549259365499019,129.26055908203125,Wikipedia
Model 7M,19000,240843.40625,0.0026590549387037,789.6190185546875,0.1540546287596225,130.7435760498047,Wikipedia
Model 7M,19500,243312.578125,0.0027188225649297,784.136962890625,0.1491268094778061,132.20301818847656,Wikipedia
Model 7M,20000,245734.21875,0.0027784712146967,777.5460815429688,0.1586122696995735,133.64288330078125,Wikipedia
Model 7M,20500,248152.65625,0.0028384898323565,774.4171142578125,0.1591223109960556,135.07603454589844,Wikipedia
Model 7M,21000,250537.40625,0.002898255828768,768.2494506835938,0.1574768241494894,136.48959350585938,Wikipedia
Model 7M,21500,252987.234375,0.0029606255702674,763.625244140625,0.1589685963690281,137.94888305664062,Wikipedia
Model 7M,22000,255385.640625,0.0030216653831303,759.7718505859375,0.1559212164282798,139.36289978027344,Wikipedia
Model 7M,22500,257745.953125,0.0030825638677924,756.262451171875,0.1530520531535148,140.75892639160156,Wikipedia
Model 7M,23000,260095.484375,0.0031435003038495,748.4739990234375,0.1562008309066295,142.14271545410156,Wikipedia
Model 7M,23500,262402.40625,0.0032048260327428,738.6650390625,0.1550218835771084,143.52182006835938,Wikipedia
Model 7M,24000,264677.375,0.0032653966918587,728.7678833007812,0.155655201986432,144.87127685546875,Wikipedia
Model 7M,24500,266993.6875,0.0033267848193645,719.7229614257812,0.1569899951070547,146.22720336914062,Wikipedia
Model 7M,25000,269258.03125,0.003387949662283,715.6468505859375,0.1535205433517694,147.56520080566406,Wikipedia
Model 7M,25500,271536.125,0.0034500397741794,714.7557983398438,0.160889610171318,148.9114532470703,Wikipedia
Model 7M,26000,273766.0625,0.0035111797042191,712.6671142578125,0.1605345051139593,150.22544860839844,Wikipedia
Model 7M,26500,275996.21875,0.0035729298833757,708.2426147460938,0.159666578233242,151.5406494140625,Wikipedia
Model 7M,27000,278232.34375,0.0036354891490191,703.08740234375,0.1666766673922538,152.86248779296875,Wikipedia
Model 7M,27500,280450.71875,0.0036976027768105,694.7299194335938,0.1603505928963422,154.1624298095703,Wikipedia
Model 7M,28000,282630.59375,0.0037596598267555,688.4451904296875,0.159910614490509,155.45156860351562,Wikipedia
Model 7M,28500,284817.5,0.0038217650726437,682.4464111328125,0.1544101894497871,156.73155212402344,Wikipedia
Model 7M,29000,285956.46875,0.0038546978030353,677.9432373046875,0.1591849606484174,157.4048614501953,Wikipedia
