token_id,token_str,count,log_count
69,d,59018,4.770984488056502
1211, own,58664,4.768371671987554
1705, come,58404,4.766442592291131
251,on,57861,4.7623859352008155
954, most,57820,4.762078087334639
1039, way,56917,4.75524200107877
1128,—,56762,4.754057689351703
1110, those,56531,4.752286667940937
316,us,56025,4.748381865207099
564, go,56024,4.748374113339935
262,it,56005,4.748226801568246
835, where,55761,4.746330553658598
717, am,55592,4.745012298671394
68,c,55474,4.7440894821812645
1620, never,55403,4.743533281843418
284,as,55282,4.742583746617438
1328,He,54817,4.73891526398172
1147,It,54598,4.73717673419059
1711, old,54568,4.7369380365230915
686, ',54140,4.733518251434488
34,A,53867,4.731322789176443
1056, make,53395,4.727500590847347
1048, long,53195,4.725870813226274
1989,But,52840,4.72296280894249
329, A,52408,4.7193975864238835
1537, might,52364,4.7190328141884175
2305, Mr,52308,4.718568115065309
254,er,51951,4.715593911668019
1333, say,51898,4.715150621707802
93,|,51793,4.71427106733594
2994, himself,50604,4.704184847062488
1476,"!""",50560,4.7038070652743285
1014, even,50368,4.702154706342951
1495, life,49974,4.698744112468452
1142, many,49552,4.695061188012711
1146, being,49150,4.691523522168154
1512, too,49080,4.690904554054967
50273,     ,48790,4.6883308181122665
4414,_.,48726,4.687760760873813
896, back,48578,4.6864396305423135
969, again,48514,4.685867083867666
949, through,47802,4.679446067549211
1046, every,47370,4.675503384727957
849, how,47139,4.673380365225038
952, people,47039,4.672458080519226
1060, here,46755,4.669828061332521
70,e,45503,4.6580400305141545
1293, without,45417,4.657218443699756
1806,",”",45290,4.6560023206829575
1133, hand,45156,4.654715464367489
494,able,45131,4.654474956601696
250,re,45037,4.653569453627514
248,he,44612,4.649451693528405
263,or,44223,4.645648200912351
266,an,44186,4.645284688220916
1158, think,44125,4.644684718395879
52,S,44054,4.643985347459971
2427, went,43978,4.643235474940323
1072, same,43477,4.638259569259808
1977, away,43431,4.6377998291200475
394,th,43400,4.63748972951251
50272,      ,42959,4.633054163298189
1335, still,42850,4.631950826259217
1390, last,42217,4.62548736848521
7481,"_,",41974,4.622980358183399
79,n,41965,4.622887227449124
496, In,41889,4.6220999927396935
2927, eyes,41654,4.619656712693948
2568, yet,41622,4.619322944883176
3113,with,41352,4.616496519159634
1379, take,41303,4.615981597325354
4238,was,41290,4.615844882874702
1500, She,41186,4.614749615159075
762, under,41178,4.614665249274315
1869, thought,40795,4.610606937465461
257,en,40531,4.607787318992725
1119, found,40519,4.607658718528297
1659, place,40404,4.606424362435713
16914, thou,40251,4.604776674494869
816, just,39837,4.600286625622582
383,est,39813,4.600024903892987
1411, against,39260,4.593950295263987
2455, ever,38510,4.585573518622731
440, un,38399,4.584319914468133
2656, God,38330,4.583538819254352
398,ers,38326,4.583493495263296
688,In,38072,4.580605691790701
745, off,38039,4.580229091330823
296,st,38009,4.5798864436574345
1223, while,37996,4.579737879001956
1542,for,37896,4.5785933717199
1255,ness,37728,4.576663783414995
255,at,37418,4.573080570652593
1107, years,37238,4.570986347596933
671, also,36651,4.564085828596713
1481, head,36530,4.562649672211917
1691, put,36089,4.557374848241307
1533, world,35794,4.553810233759065
629, part,35735,4.553093786437186
81,p,35626,4.551767063567771
2167, though,35538,4.550692983024587
50271,       ,35469,4.549848944304928
987, right,35468,4.549836699792701
3047, saw,35434,4.549420180836492
67,b,35414,4.549174982951759
2419, house,35340,4.548266545170745
274,ar,35240,4.547035899740011
71,f,34847,4.54216539536008
282,le,34816,4.541778873682067
1841, things,34726,4.540654760910119
